ID,Year,AgeGroup,SmokingStatus,Maternities
5512,2018/19,35 and over,Former smoker,3
5513,2018/19,35 and over,Never smoked,30
5514,2018/19,Under 25,Current smoker,19
5515,2018/19,Under 25,Former smoker,21
5516,2018/19,Under 25,Never smoked,28
5517,2018/19,Under 25,Unknown,1
5518,2018/19,Under 25,Current smoker,15
5519,2018/19,Under 25,Former smoker,12
5520,2018/19,Under 25,Never smoked,19
5521,2018/19,Under 25,Current smoker,5
5522,2018/19,Under 25,Former smoker,10
5523,2018/19,Under 25,Never smoked,17
5524,2018/19,Under 25,Current smoker,3
5525,2018/19,Under 25,Former smoker,3
5526,2018/19,Under 25,Never smoked,5
5527,2018/19,Under 25,Current smoker,1
5528,2018/19,Under 25,Never smoked,3
5529,2018/19,25-34,Current smoker,88
5530,2018/19,25-34,Former smoker,9
5531,2018/19,25-34,Never smoked,275
5532,2018/19,25-34,Unknown,25
5533,2018/19,25-34,Current smoker,77
5534,2018/19,25-34,Former smoker,21
5535,2018/19,25-34,Never smoked,337
5536,2018/19,25-34,Unknown,17
5537,2018/19,25-34,Current smoker,29
5538,2018/19,25-34,Former smoker,15
5539,2018/19,25-34,Never smoked,264
5540,2018/19,25-34,Unknown,15
5541,2018/19,25-34,Current smoker,6
5542,2018/19,25-34,Former smoker,15
5543,2018/19,25-34,Never smoked,382
5544,2018/19,25-34,Unknown,22
5545,2018/19,25-34,Current smoker,8
5546,2018/19,25-34,Former smoker,6
5547,2018/19,25-34,Never smoked,252
5548,2018/19,25-34,Unknown,18
5549,2018/19,35 and over,Current smoker,21
5550,2018/19,35 and over,Former smoker,3
5551,2018/19,35 and over,Never smoked,67
5552,2018/19,35 and over,Unknown,4
5553,2018/19,35 and over,Current smoker,16
5554,2018/19,35 and over,Former smoker,4
5555,2018/19,35 and over,Never smoked,107
5556,2018/19,35 and over,Unknown,8
5557,2018/19,35 and over,Current smoker,12
5558,2018/19,35 and over,Former smoker,5
5559,2018/19,35 and over,Never smoked,93
5560,2018/19,35 and over,Unknown,6
5561,2018/19,35 and over,Current smoker,5
5562,2018/19,35 and over,Former smoker,4
5563,2018/19,35 and over,Never smoked,182
5564,2018/19,35 and over,Unknown,12
5565,2018/19,35 and over,Current smoker,2
5566,2018/19,35 and over,Former smoker,2
5567,2018/19,35 and over,Never smoked,138
5568,2018/19,35 and over,Unknown,3
5569,2018/19,Under 25,Current smoker,62
5570,2018/19,Under 25,Former smoker,11
5571,2018/19,Under 25,Never smoked,100
5572,2018/19,Under 25,Unknown,8
5573,2018/19,Under 25,Current smoker,23
5574,2018/19,Under 25,Former smoker,5
5575,2018/19,Under 25,Never smoked,113
5576,2018/19,Under 25,Unknown,6
5577,2018/19,Under 25,Current smoker,20
5578,2018/19,Under 25,Former smoker,7
5579,2018/19,Under 25,Never smoked,50
5580,2018/19,Under 25,Unknown,4
5581,2018/19,Under 25,Current smoker,7
5582,2018/19,Under 25,Former smoker,2
5583,2018/19,Under 25,Never smoked,34
5584,2018/19,Under 25,Unknown,2
5585,2018/19,Under 25,Current smoker,6
5586,2018/19,Under 25,Former smoker,1
5587,2018/19,Under 25,Never smoked,18
5588,2018/19,25-34,Current smoker,18
5589,2018/19,25-34,Former smoker,4
5590,2018/19,25-34,Never smoked,49
5591,2018/19,25-34,Unknown,1
5592,2018/19,25-34,Current smoker,22
5593,2018/19,25-34,Former smoker,2
5594,2018/19,25-34,Never smoked,65
5595,2018/19,25-34,Current smoker,10
5596,2018/19,25-34,Former smoker,4
5597,2018/19,25-34,Never smoked,73
5598,2018/19,25-34,Unknown,1
5599,2018/19,25-34,Current smoker,7
5600,2018/19,25-34,Former smoker,3
5601,2018/19,25-34,Never smoked,87
5602,2018/19,25-34,Unknown,2
5603,2018/19,25-34,Former smoker,3
5604,2018/19,25-34,Never smoked,81
5605,2018/19,25-34,Unknown,1
5606,2018/19,35 and over,Current smoker,5
5607,2018/19,35 and over,Former smoker,2
5608,2018/19,35 and over,Never smoked,17
5609,2018/19,35 and over,Current smoker,1
5610,2018/19,35 and over,Former smoker,3
5611,2018/19,35 and over,Never smoked,17
5612,2018/19,35 and over,Unknown,1
5613,2018/19,35 and over,Current smoker,2
5614,2018/19,35 and over,Never smoked,29
5615,2018/19,35 and over,Current smoker,2
5616,2018/19,35 and over,Never smoked,47
5617,2018/19,35 and over,Never smoked,71
5618,2018/19,Under 25,Current smoker,19
5619,2018/19,Under 25,Former smoker,3
5620,2018/19,Under 25,Never smoked,25
5621,2018/19,Under 25,Current smoker,10
5622,2018/19,Under 25,Former smoker,1
5623,2018/19,Under 25,Never smoked,13
5624,2018/19,Under 25,Current smoker,6
5625,2018/19,Under 25,Never smoked,13
5626,2018/19,Under 25,Current smoker,7
5627,2018/19,Under 25,Never smoked,9
5628,2018/19,Under 25,Current smoker,1
5629,2018/19,Under 25,Never smoked,7
5630,2018/19,Under 25,Unknown,1
5631,2018/19,25-34,Current smoker,64
5632,2018/19,25-34,Former smoker,41
5633,2018/19,25-34,Never smoked,88
5634,2018/19,25-34,Current smoker,67
5635,2018/19,25-34,Former smoker,92
5636,2018/19,25-34,Never smoked,218
5637,2018/19,25-34,Unknown,1
5638,2018/19,25-34,Current smoker,22
5639,2018/19,25-34,Former smoker,50
5640,2018/19,25-34,Never smoked,142
5641,2018/19,25-34,Current smoker,18
5642,2018/19,25-34,Former smoker,45
5643,2018/19,25-34,Never smoked,163
5644,2018/19,25-34,Unknown,1
5645,2018/19,25-34,Current smoker,14
5646,2018/19,25-34,Former smoker,76
5647,2018/19,25-34,Never smoked,393
5648,2018/19,25-34,Unknown,1
5649,2018/19,35 and over,Current smoker,7
5650,2018/19,35 and over,Former smoker,11
5651,2018/19,35 and over,Never smoked,40
5652,2018/19,35 and over,Current smoker,19
5653,2018/19,35 and over,Former smoker,20
5654,2018/19,35 and over,Never smoked,86
5655,2018/19,35 and over,Unknown,1
5656,2018/19,35 and over,Current smoker,4
5657,2018/19,35 and over,Former smoker,26
5658,2018/19,35 and over,Never smoked,59
5659,2018/19,35 and over,Current smoker,5
5660,2018/19,35 and over,Former smoker,20
5661,2018/19,35 and over,Never smoked,75
5662,2018/19,35 and over,Current smoker,2
5663,2018/19,35 and over,Former smoker,48
5664,2018/19,35 and over,Never smoked,199
5665,2018/19,Under 25,Current smoker,32
5666,2018/19,Under 25,Former smoker,33
5667,2018/19,Under 25,Never smoked,39
5668,2018/19,Under 25,Current smoker,54
5669,2018/19,Under 25,Former smoker,32
5670,2018/19,Under 25,Never smoked,55
5671,2018/19,Under 25,Unknown,1
5672,2018/19,Under 25,Current smoker,12
5673,2018/19,Under 25,Former smoker,18
5674,2018/19,Under 25,Never smoked,18
5675,2018/19,Under 25,Current smoker,5
5676,2018/19,Under 25,Former smoker,12
5677,2018/19,Under 25,Never smoked,14
5678,2018/19,Under 25,Current smoker,9
5679,2018/19,Under 25,Former smoker,21
5680,2018/19,Under 25,Never smoked,33
5681,2018/19,25-34,Current smoker,24
5682,2018/19,25-34,Former smoker,12
5683,2018/19,25-34,Never smoked,19
5684,2018/19,25-34,Current smoker,31
5685,2018/19,25-34,Former smoker,31
5686,2018/19,25-34,Never smoked,103
5687,2018/19,25-34,Current smoker,35
5688,2018/19,25-34,Former smoker,76
5689,2018/19,25-34,Never smoked,187
5690,2018/19,25-34,Unknown,4
5691,2018/19,25-34,Current smoker,39
5692,2018/19,25-34,Former smoker,119
5693,2018/19,25-34,Never smoked,473
5694,2018/19,25-34,Unknown,4
5695,2018/19,25-34,Current smoker,21
5696,2018/19,25-34,Former smoker,78
5697,2018/19,25-34,Never smoked,305
5698,2018/19,25-34,Unknown,3
5699,2018/19,35 and over,Current smoker,8
5700,2018/19,35 and over,Former smoker,5
5701,2018/19,35 and over,Never smoked,6
5702,2018/19,35 and over,Unknown,1
5703,2018/19,35 and over,Current smoker,5
5704,2018/19,35 and over,Former smoker,10
5705,2018/19,35 and over,Never smoked,29
5706,2018/19,35 and over,Unknown,1
5707,2018/19,35 and over,Current smoker,10
5708,2018/19,35 and over,Former smoker,22
5709,2018/19,35 and over,Never smoked,52
5710,2018/19,35 and over,Unknown,1
5711,2018/19,35 and over,Current smoker,16
5712,2018/19,35 and over,Former smoker,51
5713,2018/19,35 and over,Never smoked,154
5714,2018/19,35 and over,Unknown,3
5715,2018/19,35 and over,Current smoker,2
5716,2018/19,35 and over,Former smoker,27
5717,2018/19,35 and over,Never smoked,125
5718,2018/19,35 and over,Unknown,1
5719,2018/19,Under 25,Current smoker,11
5720,2018/19,Under 25,Former smoker,7
5721,2018/19,Under 25,Never smoked,12
5722,2018/19,Under 25,Current smoker,23
5723,2018/19,Under 25,Former smoker,21
5724,2018/19,Under 25,Never smoked,23
5725,2018/19,Under 25,Current smoker,18
5726,2018/19,Under 25,Former smoker,19
5727,2018/19,Under 25,Never smoked,42
5728,2018/19,Under 25,Current smoker,14
5729,2018/19,Under 25,Former smoker,33
5730,2018/19,Under 25,Never smoked,45
5731,2018/19,Under 25,Unknown,1
5732,2018/19,Under 25,Current smoker,1
5733,2018/19,Under 25,Former smoker,11
5734,2018/19,Under 25,Never smoked,24
5735,2018/19,25-34,Current smoker,12
5736,2018/19,25-34,Former smoker,1
5737,2018/19,25-34,Never smoked,26
5738,2018/19,25-34,Unknown,8
5739,2018/19,25-34,Current smoker,16
5740,2018/19,25-34,Former smoker,3
5741,2018/19,25-34,Never smoked,51
5742,2018/19,25-34,Unknown,13
5743,2018/19,25-34,Current smoker,15
5744,2018/19,25-34,Former smoker,2
5745,2018/19,25-34,Never smoked,85
5746,2018/19,25-34,Unknown,20
5747,2018/19,25-34,Current smoker,12
5748,2018/19,25-34,Former smoker,2
5749,2018/19,25-34,Never smoked,64
5750,2018/19,25-34,Unknown,6
5751,2018/19,25-34,Former smoker,1
5752,2018/19,25-34,Never smoked,18
5753,2018/19,25-34,Unknown,1
5754,2018/19,35 and over,Current smoker,3
5755,2018/19,35 and over,Never smoked,7
5756,2018/19,35 and over,Current smoker,4
5757,2018/19,35 and over,Former smoker,1
5758,2018/19,35 and over,Never smoked,8
5759,2018/19,35 and over,Unknown,2
5760,2018/19,35 and over,Current smoker,5
5761,2018/19,35 and over,Former smoker,1
5762,2018/19,35 and over,Never smoked,47
5763,2018/19,35 and over,Unknown,7
5764,2018/19,35 and over,Current smoker,2
5765,2018/19,35 and over,Former smoker,3
5766,2018/19,35 and over,Never smoked,31
5767,2018/19,35 and over,Unknown,7
5768,2018/19,35 and over,Never smoked,12
5769,2018/19,Under 25,Current smoker,7
5770,2018/19,Under 25,Never smoked,13
5771,2018/19,Under 25,Unknown,6
5772,2018/19,Under 25,Current smoker,9
5773,2018/19,Under 25,Former smoker,2
5774,2018/19,Under 25,Never smoked,14
5775,2018/19,Under 25,Unknown,7
5776,2018/19,Under 25,Current smoker,9
5777,2018/19,Under 25,Never smoked,26
5778,2018/19,Under 25,Unknown,3
5779,2018/19,Under 25,Current smoker,3
5780,2018/19,Under 25,Former smoker,1
5781,2018/19,Under 25,Never smoked,13
5782,2018/19,Under 25,Unknown,1
5783,2018/19,Under 25,Never smoked,3
5784,2018/19,25-34,Current smoker,95
5785,2018/19,25-34,Former smoker,100
5786,2018/19,25-34,Never smoked,256
5787,2018/19,25-34,Unknown,3
5788,2018/19,25-34,Current smoker,61
5789,2018/19,25-34,Former smoker,96
5790,2018/19,25-34,Never smoked,316
5791,2018/19,25-34,Unknown,3
5792,2018/19,25-34,Current smoker,34
5793,2018/19,25-34,Former smoker,86
5794,2018/19,25-34,Never smoked,281
5795,2018/19,25-34,Unknown,1
5796,2018/19,25-34,Current smoker,20
5797,2018/19,25-34,Former smoker,90
5798,2018/19,25-34,Never smoked,430
5799,2018/19,25-34,Unknown,1
5800,2018/19,25-34,Current smoker,15
5801,2018/19,25-34,Former smoker,107
5802,2018/19,25-34,Never smoked,763
5803,2018/19,25-34,Unknown,4
5804,2018/19,35 and over,Current smoker,16
5805,2018/19,35 and over,Former smoker,33
5806,2018/19,35 and over,Never smoked,86
5807,2018/19,35 and over,Current smoker,23
5808,2018/19,35 and over,Former smoker,36
5809,2018/19,35 and over,Never smoked,131
5810,2018/19,35 and over,Unknown,1
5811,2018/19,35 and over,Current smoker,14
5812,2018/19,35 and over,Former smoker,34
5813,2018/19,35 and over,Never smoked,121
5814,2018/19,35 and over,Current smoker,7
5815,2018/19,35 and over,Former smoker,38
5816,2018/19,35 and over,Never smoked,228
5817,2018/19,35 and over,Unknown,1
5818,2018/19,35 and over,Current smoker,9
5819,2018/19,35 and over,Former smoker,88
5820,2018/19,35 and over,Never smoked,639
5821,2018/19,35 and over,Unknown,5
5822,2018/19,Under 25,Current smoker,65
5823,2018/19,Under 25,Former smoker,41
5824,2018/19,Under 25,Never smoked,73
5825,2018/19,Under 25,Unknown,1
5826,2018/19,Under 25,Current smoker,38
5827,2018/19,Under 25,Former smoker,28
5828,2018/19,Under 25,Never smoked,61
5829,2018/19,Under 25,Current smoker,21
5830,2018/19,Under 25,Former smoker,18
5831,2018/19,Under 25,Never smoked,32
5832,2018/19,Under 25,Unknown,1
5833,2018/19,Under 25,Current smoker,14
5834,2018/19,Under 25,Former smoker,11
5835,2018/19,Under 25,Never smoked,23
5836,2018/19,Under 25,Current smoker,10
5837,2018/19,Under 25,Former smoker,11
5838,2018/19,Under 25,Never smoked,37
5839,2018/19,Under 25,Unknown,1
5840,2018/19,25-34,Current smoker,64
5841,2018/19,25-34,Former smoker,20
5842,2018/19,25-34,Never smoked,175
5843,2018/19,25-34,Unknown,4
5844,2018/19,25-34,Current smoker,33
5845,2018/19,25-34,Former smoker,19
5846,2018/19,25-34,Never smoked,208
5847,2018/19,25-34,Unknown,4
5848,2018/19,25-34,Current smoker,11
5849,2018/19,25-34,Former smoker,10
5850,2018/19,25-34,Never smoked,143
5851,2018/19,25-34,Unknown,3
5852,2018/19,25-34,Current smoker,3
5853,2018/19,25-34,Former smoker,5
5854,2018/19,25-34,Never smoked,129
5855,2018/19,25-34,Unknown,3
5856,2018/19,25-34,Current smoker,3
5857,2018/19,25-34,Former smoker,8
5858,2018/19,25-34,Never smoked,175
5859,2018/19,25-34,Unknown,4
5860,2018/19,35 and over,Current smoker,18
5861,2018/19,35 and over,Former smoker,1
5862,2018/19,35 and over,Never smoked,53
5863,2018/19,35 and over,Current smoker,5
5864,2018/19,35 and over,Former smoker,4
5865,2018/19,35 and over,Never smoked,57
5866,2018/19,35 and over,Unknown,3
5867,2018/19,35 and over,Current smoker,4
5868,2018/19,35 and over,Former smoker,2
5869,2018/19,35 and over,Never smoked,55
5870,2018/19,35 and over,Current smoker,2
5871,2018/19,35 and over,Former smoker,4
5872,2018/19,35 and over,Never smoked,57
5873,2018/19,35 and over,Unknown,2
5874,2018/19,35 and over,Current smoker,2
5875,2018/19,35 and over,Former smoker,6
5876,2018/19,35 and over,Never smoked,96
5877,2018/19,35 and over,Unknown,1
5878,2018/19,Under 25,Current smoker,53
5879,2018/19,Under 25,Former smoker,12
5880,2018/19,Under 25,Never smoked,65
5881,2018/19,Under 25,Unknown,2
5882,2018/19,Under 25,Current smoker,9
5883,2018/19,Under 25,Former smoker,4
5884,2018/19,Under 25,Never smoked,61
5885,2018/19,Under 25,Unknown,2
5886,2018/19,Under 25,Current smoker,6
5887,2018/19,Under 25,Never smoked,23
5888,2018/19,Under 25,Current smoker,3
5889,2018/19,Under 25,Former smoker,1
5890,2018/19,Under 25,Never smoked,7
5891,2018/19,Under 25,Unknown,1
5892,2018/19,Under 25,Former smoker,3
5893,2018/19,Under 25,Never smoked,9
5894,2018/19,Under 25,Unknown,2
5895,2018/19,25-34,Current smoker,55
5896,2018/19,25-34,Former smoker,5
5897,2018/19,25-34,Never smoked,163
5898,2018/19,25-34,Unknown,10
5899,2018/19,25-34,Current smoker,18
5900,2018/19,25-34,Former smoker,3
5901,2018/19,25-34,Never smoked,121
5902,2018/19,25-34,Unknown,7
5903,2018/19,25-34,Current smoker,9
5904,2018/19,25-34,Former smoker,4
5905,2018/19,25-34,Never smoked,78
5906,2018/19,25-34,Unknown,4
5907,2018/19,25-34,Current smoker,2
5908,2018/19,25-34,Former smoker,1
5909,2018/19,25-34,Never smoked,29
5910,2018/19,25-34,Unknown,2
5911,2018/19,25-34,Current smoker,1
5912,2018/19,25-34,Never smoked,32
5913,2018/19,35 and over,Current smoker,14
5914,2018/19,35 and over,Former smoker,1
5915,2018/19,35 and over,Never smoked,40
5916,2018/19,35 and over,Unknown,1
5917,2018/19,35 and over,Current smoker,3
5918,2018/19,35 and over,Former smoker,1
5919,2018/19,35 and over,Never smoked,34
5920,2018/19,35 and over,Current smoker,3
5921,2018/19,35 and over,Former smoker,2
5922,2018/19,35 and over,Never smoked,28
5923,2018/19,35 and over,Unknown,1
5924,2018/19,35 and over,Current smoker,2
5925,2018/19,35 and over,Former smoker,1
5926,2018/19,35 and over,Never smoked,17
5927,2018/19,35 and over,Never smoked,12
5928,2018/19,35 and over,Unknown,1
5929,2018/19,Under 25,Current smoker,30
5930,2018/19,Under 25,Former smoker,4
5931,2018/19,Under 25,Never smoked,55
5932,2018/19,Under 25,Unknown,4
5933,2018/19,Under 25,Current smoker,10
5934,2018/19,Under 25,Never smoked,28
5935,2018/19,Under 25,Current smoker,3
5936,2018/19,Under 25,Former smoker,1
5937,2018/19,Under 25,Never smoked,15
5938,2018/19,Under 25,Unknown,1
5939,2018/19,Under 25,Current smoker,1
5940,2018/19,Under 25,Never smoked,4
5941,2018/19,Under 25,Never smoked,6
5942,2018/19,Under 25,Unknown,1
5943,2018/19,25-34,Current smoker,54
5944,2018/19,25-34,Former smoker,58
5945,2018/19,25-34,Never smoked,59
5946,2018/19,25-34,Unknown,2
5947,2018/19,25-34,Current smoker,57
5948,2018/19,25-34,Former smoker,70
5949,2018/19,25-34,Never smoked,156
5950,2018/19,25-34,Unknown,1
5951,2018/19,25-34,Current smoker,27
5952,2018/19,25-34,Former smoker,42
5953,2018/19,25-34,Never smoked,119
5954,2018/19,25-34,Unknown,2
5955,2018/19,25-34,Current smoker,16
5956,2018/19,25-34,Former smoker,47
5957,2018/19,25-34,Never smoked,198
5958,2018/19,25-34,Unknown,1
5959,2018/19,25-34,Current smoker,2
5960,2018/19,25-34,Former smoker,35
5961,2018/19,25-34,Never smoked,122
5962,2018/19,35 and over,Current smoker,11
5963,2018/19,35 and over,Former smoker,8
5964,2018/19,35 and over,Never smoked,27
5965,2018/19,35 and over,Current smoker,18
5966,2018/19,35 and over,Former smoker,19
5967,2018/19,35 and over,Never smoked,41
5968,2018/19,35 and over,Current smoker,5
5969,2018/19,35 and over,Former smoker,11
5970,2018/19,35 and over,Never smoked,36
5971,2018/19,35 and over,Current smoker,1
5972,2018/19,35 and over,Former smoker,29
5973,2018/19,35 and over,Never smoked,90
5974,2018/19,35 and over,Unknown,1
5975,2018/19,35 and over,Current smoker,4
5976,2018/19,35 and over,Former smoker,18
5977,2018/19,35 and over,Never smoked,44
5978,2018/19,35 and over,Unknown,1
5979,2018/19,Under 25,Current smoker,29
5980,2018/19,Under 25,Former smoker,24
5981,2018/19,Under 25,Never smoked,24
5982,2018/19,Under 25,Unknown,1
5983,2018/19,Under 25,Current smoker,56
5984,2018/19,Under 25,Former smoker,29
5985,2018/19,Under 25,Never smoked,53
5986,2018/19,Under 25,Unknown,1
5987,2018/19,Under 25,Current smoker,15
5988,2018/19,Under 25,Former smoker,16
5989,2018/19,Under 25,Never smoked,26
5990,2018/19,Under 25,Current smoker,4
5991,2018/19,Under 25,Former smoker,7
5992,2018/19,Under 25,Never smoked,30
5993,2018/19,Under 25,Current smoker,4
5994,2018/19,Under 25,Former smoker,4
5995,2018/19,Under 25,Never smoked,8
5996,2018/19,25-34,Current smoker,11
5997,2018/19,25-34,Former smoker,7
5998,2018/19,25-34,Never smoked,28
5999,2018/19,25-34,Unknown,6
6000,2018/19,25-34,Current smoker,25
6001,2018/19,25-34,Former smoker,11
6002,2018/19,25-34,Never smoked,70
6003,2018/19,25-34,Unknown,25
6004,2018/19,25-34,Current smoker,18
6005,2018/19,25-34,Former smoker,15
6006,2018/19,25-34,Never smoked,76
6007,2018/19,25-34,Unknown,27
6008,2018/19,25-34,Current smoker,13
6009,2018/19,25-34,Former smoker,12
6010,2018/19,25-34,Never smoked,91
6011,2018/19,25-34,Unknown,22
6012,2018/19,25-34,Current smoker,4
6013,2018/19,25-34,Former smoker,8
6014,2018/19,25-34,Never smoked,43
6015,2018/19,25-34,Unknown,11
6016,2018/19,35 and over,Current smoker,5
6017,2018/19,35 and over,Former smoker,2
6018,2018/19,35 and over,Never smoked,7
6019,2018/19,35 and over,Unknown,3
6020,2018/19,35 and over,Current smoker,10
6021,2018/19,35 and over,Former smoker,5
6022,2018/19,35 and over,Never smoked,24
6023,2018/19,35 and over,Unknown,4
6024,2018/19,35 and over,Current smoker,8
6025,2018/19,35 and over,Former smoker,11
6026,2018/19,35 and over,Never smoked,41
6027,2018/19,35 and over,Unknown,11
6028,2018/19,35 and over,Current smoker,5
6029,2018/19,35 and over,Former smoker,9
6030,2018/19,35 and over,Never smoked,37
6031,2018/19,35 and over,Unknown,6
6032,2018/19,35 and over,Former smoker,3
